Case Number,Case Type,Address,Description,Case Group,Date Case Created,Last Inspection Date,Last Inspection Result,Status,Permit and Complaint Status URL,Latitude,Longitude,Location
1026335,CITATION,2337 48TH AVE SW,junk storage in res zone,ZONING,10/18/2011,11/01/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026335,47.582061,-122.393142,"(47.582061, -122.393142)"
1026334,HOUSING / ZONING,5926 FAUNTLEROY WAY SW,HBMC violations,HOUSING,10/18/2011,02/10/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026334,47.549459,-122.382705,"(47.549459, -122.382705)"
1026333,CITATION,1225 S CLOVERDALE ST,zoning-,ZONING,10/18/2011,12/08/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026333,47.526253,-122.31648,"(47.526253, -122.31648)"
1026332,CONSTRUCTION,7919 37TH AVE S,Permit 6299538 was issued 12/6/11 and received final approval 3/8/12 for work originally started without a permit and inspections.,BUILDING,10/18/2011,03/08/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026332,47.530987,-122.286248,"(47.530987, -122.286248)"
1026331,CONSTRUCTION,3907 25TH AVE S,Grading approximately 50 - 100 cubic yards or more & removing vegetation in a Steep Slope & Potential Slide ECA requires a permit & inspections from DPD. Temporary Erosion & Sedimentation Control (TESC) measures have been installed per a geotechnical engineer's recommendations.,SITE,10/18/2011,11/01/2012,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026331,47.569003,-122.301063,"(47.569003, -122.301063)"
1026330,CITATION,2605 4TH AVE N,"observed window screen, paint cans, and wire fencing in driveway. vegetation on east side over sidewalk- left warning at site w/reinspection fee sheet",ZONING,10/18/2011,11/16/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026330,47.643114,-122.349845,"(47.643114, -122.349845)"
1026329,CONSTRUCTION,9702 27TH AVE NW,REMODEL REQUIRES A PERMIT,BUILDING,10/18/2011,11/18/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026329,47.699517,-122.392054,"(47.699517, -122.392054)"
1026328,HOUSING / ZONING,3842 22ND AVE SW,Vacant Building Code violations observed.,VACANT BUILDING,10/17/2011,03/13/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026328,47.568891,-122.360854,"(47.568891, -122.360854)"
1026327,HOUSING / ZONING,2765 E CHERRY ST,Vacant Building Code violations observed: open to entry.,VACANT BUILDING,10/17/2011,02/15/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026327,47.607761,-122.296127,"(47.607761, -122.296127)"
1026326,HOUSING / ZONING,2821 2ND AVE,HBMC Violation,HOUSING,10/17/2011,04/27/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026326,47.61707,-122.351424,"(47.61707, -122.351424)"
1026325,CITATION,9458 21ST AVE SW,"household debris,salvage & parking violations, sf zone",ZONING,10/17/2011,11/16/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026325,47.517514,-122.360257,"(47.517514, -122.360257)"
1026324,CONSTRUCTION,818 NW 62ND ST,PERMITS ARE REQUIRED FOR NEW FRONT YARD DECKS AND HOUSE REMODEL,BUILDING,10/17/2011,04/17/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026324,47.674031,-122.367087,"(47.674031, -122.367087)"
1026323,CONSTRUCTION,2231 YALE AVE E,PERMIT IS REQUIRED FOR SIDE SEWER WORK,SITE,10/17/2011,10/19/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026323,47.639202,-122.327394,"(47.639202, -122.327394)"
1026322,HOUSING / ZONING,1919 24TH AVE S,zoning-,ZONING,10/14/2011,11/17/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026322,47.58576,-122.302016,"(47.58576, -122.302016)"
1026321,CONSTRUCTION,332 5TH AVE N,SIGN PERMITS ARE REQUIRED FOR THE INSTALLATION OF 4 BUSINESS SIGNS ON THIS PROPERTY,SIGNS,10/14/2011,12/05/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026321,47.621685,-122.347216,"(47.621685, -122.347216)"
1026320,HOUSING / ZONING,9000 25TH AVE SW,CT 10/14/11 Electric Power has been confirm to have been shut off by HOA.,HOUSING,10/14/2011,10/17/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026320,47.52142,-122.364275,"(47.52142, -122.364275)"
1026319,HOUSING / ZONING,3202 S PORTLAND ST,Vacant Building Code violations observed.,VACANT BUILDING,10/14/2011,11/10/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026319,47.533216,-122.290478,"(47.533216, -122.290478)"
1026318,HOUSING / ZONING,2737 3RD AVE N,No violation of Vacant Building Code observed.,VACANT BUILDING,10/14/2011,10/13/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026318,47.645505,-122.351594,"(47.645505, -122.351594)"
1026317,CONSTRUCTION,9242 8TH AVE NW,INSPECTOR TOLD CONTRACTOR TO RENEW PERMITS AND NOT COVER ANY MORE WORK,BUILDING,10/14/2011,12/08/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026317,47.697257,-122.365656,"(47.697257, -122.365656)"
1026316,CONSTRUCTION,7527 28TH AVE NW,NO PERMIT NEEDED,BUILDING,10/14/2011,10/18/2011,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026316,47.683996,-122.393354,"(47.683996, -122.393354)"
1026315,HOUSING / ZONING,14018 MIDVALE AVE N,"10/6/11 ej-Observed housing code violations such as but not limited to, ill-fitting doors, loose shelving, inoperable dryer, loose dryer vent and other miscellaneous items.",HOUSING,10/14/2011,01/30/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026315,47.730997,-122.3438,"(47.730997, -122.3438)"
1026314,CITATION,8433 31ST AVE SW,junk in sf zone resolved,ZONING,10/13/2011,11/01/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026314,47.527303,-122.372941,"(47.527303, -122.372941)"
1026313,HOUSING / ZONING,8371 32ND AVE NW,housing violation - electrical,HOUSING,10/13/2011,01/09/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026313,47.690411,-122.398665,"(47.690411, -122.398665)"
1026312,HOUSING / ZONING,2203 23RD AVE S,busses parked incorrectly per parking plan-,ZONING,10/13/2011,10/20/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026312,47.583464,-122.303189,"(47.583464, -122.303189)"
1026311,HOUSING / ZONING,9800 5TH AVE NE,"10/6/11 EJ- Observed housing code violations, such as but not limited to, inoperable toilet, deteriorated calking and missing conduit covers.",HOUSING,10/13/2011,11/08/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026311,47.700614,-122.322846,"(47.700614, -122.322846)"
1026310,CONSTRUCTION,9519 4TH AVE NW,POSTED STOP WORK FOR WHAT APPEARS TO BE A REMODEL WHICH NEEDS A PERMIT--NO ACCESS TO PROPERTY BECAUSE NO TRESPASSING WERE POSTED AT DRIVEWAY ENTRANCE,BUILDING,10/13/2011,11/13/2012,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026310,47.698554,-122.362686,"(47.698554, -122.362686)"
1026309,CITATION,3117 NE 133RD ST,10/6/11 ej- Observed vegetation encroaching into the street.,WEEDS AND VEGETATION,10/13/2011,03/01/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026309,47.724535,-122.2939,"(47.724535, -122.2939)"
1026308,HOUSING / ZONING,854 W NICKERSON ST,Failing tub surround.,HOUSING,10/13/2011,12/08/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026308,47.653535,-122.369116,"(47.653535, -122.369116)"
1026307,CITATION,9032 3RD AVE NW,Minor outdoor storage on the property.,ZONING,10/13/2011,11/16/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026307,47.695337,-122.360445,"(47.695337, -122.360445)"
1026306,CITATION,11057 3RD AVE NW,Violation of Weed/Veg Ordinance: walkway obstructed with overgrowth of ground cover.  Photo in file.,WEEDS AND VEGETATION,10/12/2011,10/05/2011,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026306,47.709832,-122.361265,"(47.709832, -122.361265)"
1026305,HOUSING / ZONING,1808 E JOHN ST,New exterior lights are causing a light and glare violation.,ZONING,10/12/2011,11/10/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026305,47.619874,-122.308196,"(47.619874, -122.308196)"
1026304,CITATION,13801 DAYTON AVE N,Violation of weed & Veg Ordinance: vegetation over-growing street right-of way.  Photo in file.,WEEDS AND VEGETATION,10/12/2011,12/02/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026304,47.729777,-122.353346,"(47.729777, -122.353346)"
1026303,HOUSING / ZONING,4251 AURORA AVE N,Vacant Building Code violations observed. Open to entry in multiple locations.,VACANT BUILDING,10/12/2011,03/05/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026303,47.658897,-122.347779,"(47.658897, -122.347779)"
1026302,HOUSING / ZONING,4129 AURORA AVE N,Vacant Building Code violations observed. Open to entry in multiple locations.,VACANT BUILDING,10/12/2011,10/27/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026302,47.657494,-122.347722,"(47.657494, -122.347722)"
1026301,CITATION,6057 3RD AVE NW,"Violation of the Land Use Code: One, possibly two illegal units observed. Also noted outdoor junk storage & parking in req. yard.  Photos in file.",ZONING,10/12/2011,12/08/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026301,47.674024,-122.361128,"(47.674024, -122.361128)"
1026300,HOUSING / ZONING,14355 LINDEN AVE N,"observed tennis court w/ ~1/2-1 foot of water. spoke w/Kim Guadaloupe, manager. Kim stated that they have been trying to investigate and fix- priming pump is on order and 2 companies have been unsuccesful in fixing.",HOUSING,10/12/2011,10/13/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026300,47.733849,-122.348506,"(47.733849, -122.348506)"
1026299,HOUSING / ZONING,6057 3RD AVE NW,"Violation of the Land Use Code: One, possibly two illegal units observed. Also noted outdoor junk storage & parking in req. yard.  Photos in file.",ZONING,10/12/2011,12/08/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026299,47.674024,-122.361128,"(47.674024, -122.361128)"
1026298,HOUSING / ZONING,745 S CHICAGO ST,EO- no water service,HOUSING,10/12/2011,10/13/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026298,47.53238,-122.323717,"(47.53238, -122.323717)"
1026297,HOUSING / ZONING,743 S CHICAGO ST,EO- no water service,HOUSING,10/12/2011,10/13/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026297,47.53238,-122.323717,"(47.53238, -122.323717)"
1026296,HOUSING / ZONING,751 S CHICAGO ST,EO - no water service,HOUSING,10/12/2011,10/13/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026296,47.532364,-122.323531,"(47.532364, -122.323531)"
1026295,HOUSING / ZONING,747 S CHICAGO ST,EO- no water,HOUSING,10/12/2011,10/13/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026295,47.532364,-122.323531,"(47.532364, -122.323531)"
1026294,CITATION,10403 15TH AVE NE,"10/6/11 ej-Observed outdoor junk storage such as but not limited to inoperable vehicle(chevy lic# 618-ncu), bags of garbage, tires, couch and other miscellaneous items.",ZONING,10/12/2011,11/01/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026294,47.704129,-122.312713,"(47.704129, -122.312713)"
1026293,CITATION,7502 3RD AVE NW,observed stop sign significantly blocked by vegetation and sidewalk w/over hanging vegetation also - left warning at property,WEEDS AND VEGETATION,10/11/2011,11/04/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026293,47.683421,-122.360369,"(47.683421, -122.360369)"
1026292,HOUSING / ZONING,3948 S BRANDON ST,10/11/11 KB EO condition exists - water shut off,HOUSING,10/11/2011,10/31/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026292,47.553633,-122.28143,"(47.553633, -122.28143)"
1026291,CITATION,9238 26TH AVE SW,outdoor junk storage resolved,ZONING,10/11/2011,12/29/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026291,47.520067,-122.365646,"(47.520067, -122.365646)"
1026290,HOUSING / ZONING,7803 8TH AVE S,no water service,HOUSING,10/11/2011,10/26/2011,FAILED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026290,47.532527,-122.323091,"(47.532527, -122.323091)"
1026289,CONSTRUCTION,4616 S ORCAS ST,Permit 6318600 was issued 4/26/12 and received final approval 6/26/12.,ELECTRICAL,10/11/2011,06/26/2012,PASSED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026289,47.551335,-122.274608,"(47.551335, -122.274608)"
1026288,CONSTRUCTION,2218 1ST AVE,Expanding outdoor section of night club & changing exiting requires permit & inspections from DPD. STOP WORK ORDER removed 10/18/11: area under deck not to be used for any purpose (including no occupancy & no storage).,BUILDING,10/11/2011,10/18/2011,PASSED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026288,47.613224,-122.345665,"(47.613224, -122.345665)"
1026287,CONSTRUCTION,4000 MIDVALE AVE N,PERMIT IS REQUIRED FOR DECK ADDITIONS,BUILDING,10/11/2011,01/09/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026287,47.655567,-122.343331,"(47.655567, -122.343331)"
1026286,CONSTRUCTION,1111 5TH AVE W,NEED TO REQUEST SET BACK INSPECTION WITH SURVEY DOCUMENTATION ON SITE,BUILDING,10/11/2011,10/18/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026286,47.629127,-122.363398,"(47.629127, -122.363398)"
1026285,HOUSING / ZONING,1100 E PIKE ST,Land Use Code Violation,ZONING,10/11/2011,11/14/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026285,47.614271,-122.317897,"(47.614271, -122.317897)"
1026284,HOUSING / ZONING,844 NE 69TH ST,Violation of Land Use- Illegal use,ZONING,10/11/2011,12/12/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026284,47.678918,-122.31777,"(47.678918, -122.31777)"
1026283,CONSTRUCTION,3324 RAINIER AVE S,Installing storm drainage lines requires a permit & inspections from DPD. (All drainage/storm lines & sanitatry installations require a permit & inspections from DPD as noted during 1/27/11 pre-construction meeting.),SITE,10/10/2011,10/06/2011,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026283,47.573381,-122.294018,"(47.573381, -122.294018)"
1026282,CITATION,9105 20TH AVE NE,"10/10/11 ej- Observed outdoor junk storage such as but not limited to rug, buckets, cardboard, other miscellaneous household items and yard waste.",ZONING,10/10/2011,11/01/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026282,47.695138,-122.307199,"(47.695138, -122.307199)"
1026281,HOUSING / ZONING,1411 S CONCORD ST,HBMC violations. Roaches.,HOUSING,10/10/2011,11/23/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026281,47.523661,-122.314364,"(47.523661, -122.314364)"
1026280,CONSTRUCTION,3021 SW HARBOR LN,BUILDING APPEARS TO BE OCCUPIED--PERMITS NEED FINAL INSPECTIONS AND A CERTIFICATE OF OCCUPANCY IS REQUIRED,BUILDING,10/10/2011,04/25/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026280,47.576895,-122.371995,"(47.576895, -122.371995)"
1026279,HOUSING / ZONING,1738 NW 60TH ST,"Violation of the Land Use & Zoning Code: Accessory dwelling unit on property in LR1 zone, w/o permit.  Photos in file.",ZONING,10/10/2011,08/11/2011,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026279,47.672539,-122.380598,"(47.672539, -122.380598)"
1026278,HOUSING / ZONING,8313 GREENWOOD AVE N,"Violation of Land Use & Zoning Code: Permit for restaurant only, not permitted as a drinking establishment.",ZONING,10/10/2011,12/07/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026278,47.689686,-122.355514,"(47.689686, -122.355514)"
1026277,CONSTRUCTION,2809 46TH AVE W,PERMIT REQUIRED FOR DRAINAGE WORK IN FRONT YARD,SITE,10/10/2011,12/02/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026277,47.645557,-122.415922,"(47.645557, -122.415922)"
1026276,CITATION,11038 BARTLETT AVE NE,10/6/11 EJ- Observed structures in the required sideyards(in the north & south yards).,ZONING,10/10/2011,11/21/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026276,47.709843,-122.281745,"(47.709843, -122.281745)"
1026275,HOUSING / ZONING,2100 25TH AVE S,observed evidence of water leak in ceiling on 7th floor lobby and on 2nd floor in front of mail boxes. t/c with Pat Anardi of SHA. States they are going to be checking into leak on 7th floor on Monday and will also check out the 2nd floor in front of mail boxes. He will follow up with me after today's visit.,HOUSING,10/10/2011,10/13/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026275,47.584217,-122.299799,"(47.584217, -122.299799)"
1026274,CITATION,8512 35TH AVE NE,"Int Insp 9/27/11 DG  I went to the Rite Aid today and told them about the deliveries and the parking lot cleaning. I spoke to Nicole, Melissa (manager) wasn't in today.",NONCONSTRUCTION NOISE,10/10/2011,05/24/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026274,47.690666,-122.290245,"(47.690666, -122.290245)"
1026272,TENANT RELOCATION ORDINANCE,4550 11TH AVE NE,Application for a Tenant Relocation License. Total units:5;total units occupied:5. Demolition.,,10/07/2011,,,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026272,47.662816,-122.316099,"(47.662816, -122.316099)"
1026271,CITATION,5601 21ST AVE SW,junk storage & garbage in sf zone; 4 inspections,ZONING,10/07/2011,11/07/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026271,47.551751,-122.360257,"(47.551751, -122.360257)"
1026270,HOUSING / ZONING,4201 37TH AVE S,9/27/11 KB inspected property and Land Use violation exists - junk,ZONING,10/07/2011,04/05/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026270,47.565265,-122.286334,"(47.565265, -122.286334)"
1026269,CITATION,4201 37TH AVE S,9/27/11 KB inspected property and Land Use violation exists - junk,ZONING,10/07/2011,10/07/2011,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026269,47.565265,-122.286334,"(47.565265, -122.286334)"
1026268,CITATION,14020 WALLINGFORD AVE N,Observed junk under tarp- items unknown- tires and misc items side yard,ZONING,10/07/2011,10/18/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026268,47.731149,-122.336677,"(47.731149, -122.336677)"
1026267,CITATION,3602 W ARMOUR ST,"Violation of the Home Occupation rules, including but not limited to, more than the allowed workers, outdoor storage of the Home Occupation business and the address in advertisements.",ZONING,10/07/2011,10/31/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026267,47.645181,-122.404219,"(47.645181, -122.404219)"
1026266,CONSTRUCTION,5918 PHINNEY AVE N,Permit 6277403 was issued 11/10/11 and received final approval 9/6/12. As of 9/6/12 the allowed assembly load is 63.,BUILDING,10/07/2011,09/06/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1026266,47.672309,-122.354215,"(47.672309, -122.354215)"
